,Title,Artists,Danceability,Energy,Loudness,Speechiness,Acousticness,Valence,Continent,id,Song URL
121,Bad Habit,Steve Lacy,0.686,0.494,-14.343041351711875,0.036,0.613,0.7,Anglo-America,4k6Uh1HXdhtusDW5y8Gbvy,https://open.spotify.com/track/4k6Uh1HXdhtusDW5y8Gbvy
122,"Phir Aur Kya Chahiye (From ""Zara Hatke Zara Bachke"")","Sachin-Jigar, Arijit Singh, Amitabha Bhattacharya",0.556,0.552,-12.312138728323696,0.037,0.531,0.531,Asia,5QW9K4A1gMnIi94YUxtsfM,https://open.spotify.com/track/5QW9K4A1gMnIi94YUxtsfM
123,CHORRITO PA LAS ANIMAS,Feid,0.743,0.831,-9.255780346820806,0.058,0.114,0.609,Latin-America,0CYTGMBYkwUxrj1MWDLrC5,https://open.spotify.com/track/0CYTGMBYkwUxrj1MWDLrC5
124,Fast Car,Luke Combs,0.712,0.603,-2.525322365495775,0.026,0.186,0.67,Anglo-America,1Lo0QY9cvc8sUB2vnIOxDT,https://open.spotify.com/track/1Lo0QY9cvc8sUB2vnIOxDT
125,SNAP,Rosa Linn,0.565,0.636,-16.18552690084482,0.064,0.107,0.525,Latin-America,76OGwb5RA9h4FxQPT33ekc,https://open.spotify.com/track/76OGwb5RA9h4FxQPT33ekc
126,Believer,Imagine Dragons,0.776,0.78,-9.809359715429082,0.128,0.062,0.666,Anglo-America,0pqnGHJpmpxLKifKRmU6WP,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
127,Danza Kuduro,"Don Omar, Lucenzo",0.4,0.915,-2.524271898621606,0.28,0.085,0.878,Latin-America,2a1o6ZejUi8U3wzzOtCOYw,https://open.spotify.com/track/2a1o6ZejUi8U3wzzOtCOYw
128,Watermelon Sugar,Harry Styles,0.548,0.816,-9.534237438861716,0.047,0.122,0.557,Europe,6UelLqGlWMcVH1E5c4H7lY,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
129,Everybody Wants To Rule The World,Tears For Fears,0.645,0.795,-22.68341485104491,0.053,0.347,0.535,Europe,4RvWPyQ5RL0ao9LPZeSouE,https://open.spotify.com/track/4RvWPyQ5RL0ao9LPZeSouE
130,Reminder,The Weeknd,0.706,0.505,-14.059582036460654,0.193,0.142,0.388,Anglo-America,37F0uwRSrdzkBiuj0D5UHI,https://open.spotify.com/track/37F0uwRSrdzkBiuj0D5UHI
131,Somewhere Only We Know,Keane,0.453,0.655,-2.52315473543797,0.026,0.079,0.368,Europe,0ll8uFnc0nANY35E0Lfxvg,https://open.spotify.com/track/0ll8uFnc0nANY35E0Lfxvg
132,Take on Me,a-ha,0.573,0.902,-15.251778568252554,0.054,0.018,0.876,Europe,2WfaOiMkCvy7F5fcp2zZ8L,https://open.spotify.com/track/2WfaOiMkCvy7F5fcp2zZ8L
133,Ghost,Justin Bieber,0.601,0.741,-11.8019119608715,0.048,0.185,0.441,Anglo-America,6I3mqTwhRpn34SLVafSH7G,https://open.spotify.com/track/6I3mqTwhRpn34SLVafSH7G
134,Can't Hold Us (feat. Ray Dalton),"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",0.633,0.927,-9.966096042685642,0.084,0.027,0.88,Anglo-America,22skzmqfdWrjJylampe0kt,https://open.spotify.com/track/22skzmqfdWrjJylampe0kt
135,Cartão Black,"MC Caverinha, KayBlack, Wall Hein",0.842,0.468,-16.80913739439751,0.637,0.255,0.547,Latin-America,12YCtLHGk6tP6RbHDHflCs,https://open.spotify.com/track/12YCtLHGk6tP6RbHDHflCs
136,Apocalypse,Cigarettes After Sex,0.369,0.467,-17.552801244997774,0.027,0.019,0.174,Anglo-America,3AVrVz5rK8Hrqo9YGiVGN5,https://open.spotify.com/track/3AVrVz5rK8Hrqo9YGiVGN5
137,Tití Me Preguntó,Bad Bunny,0.65,0.715,-11.183303690529122,0.253,0.099,0.187,Latin-America,1IHWl5LamUGEuP4ozKQSXZ,https://open.spotify.com/track/1IHWl5LamUGEuP4ozKQSXZ
138,Normal,Feid,0.709,0.56,-10.63139172965763,0.171,0.034,0.541,Latin-America,0T2pB7P1VdXPhLdQZ488uH,https://open.spotify.com/track/0T2pB7P1VdXPhLdQZ488uH
139,Midnight Rain,Taylor Swift,0.643,0.363,-22.088150289017342,0.077,0.69,0.23,Anglo-America,3rWDp9tBPQR9z6U5YyRSK4,https://open.spotify.com/track/3rWDp9tBPQR9z6U5YyRSK4
140,CUFF IT,Beyoncé,0.78,0.689,-11.966985326811916,0.141,0.037,0.642,Anglo-America,1xzi1Jcr7mEi9K2RfzLOqS,https://open.spotify.com/track/1xzi1Jcr7mEi9K2RfzLOqS
141,Nosso Quadro,"AgroPlay, Ana Castela",0.691,0.708,-10.554690973766121,0.195,0.338,0.602,Latin-America,4uqJelb9THHmJ3OCohg4ZJ,https://open.spotify.com/track/4uqJelb9THHmJ3OCohg4ZJ
142,Counting Stars,OneRepublic,0.664,0.705,-10.806469542018675,0.038,0.065,0.477,Anglo-America,2tpWsVSb9UEmDRxAl1zhX1,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
143,Rich Flex,"Drake, 21 Savage",0.561,0.52,-18.093041351711875,0.244,0.05,0.424,Anglo-America,1bDbXMyjaUIooNwFE9wn0N,https://open.spotify.com/track/1bDbXMyjaUIooNwFE9wn0N
144,Dog Days Are Over,Florence + The Machine,0.501,0.809,-11.293352601156066,0.094,0.034,0.258,Europe,456WNXWhDwYOSf5SpTuqxd,https://open.spotify.com/track/456WNXWhDwYOSf5SpTuqxd
145,Too Many Nights (feat. Don Toliver & with Future),"Metro Boomin, Future, Don Toliver",0.684,0.671,-9.839373054690974,0.046,0.189,0.156,Anglo-America,2Hh3ETdQKrmSI3QS0hme7g,https://open.spotify.com/track/2Hh3ETdQKrmSI3QS0hme7g
146,69,"Nicky Jam, Feid",0.785,0.617,-9.522565584704317,0.234,0.109,0.58,Latin-America,13Z5Q40pa1Ly7aQk1oW8Ce,https://open.spotify.com/track/13Z5Q40pa1Ly7aQk1oW8Ce
147,Until I Found You,Stephen Sanchez,0.346,0.5,-12.682303245887063,0.039,0.757,0.191,Anglo-America,6VhuP99TE6gYNQRJIlAWFD,https://open.spotify.com/track/6VhuP99TE6gYNQRJIlAWFD
148,Novo Balanço,"Veigh, Bvga Beatz, Prod Malax, Supernova Ent",0.836,0.499,-2.525822587816805,0.056,0.669,0.65,Latin-America,4hKLzFvNwHF6dPosGT30ed,https://open.spotify.com/track/4hKLzFvNwHF6dPosGT30ed
149,VAGABUNDO,"Sebastian Yatra, Manuel Turizo, Beéle",0.817,0.851,-8.033570475767007,0.063,0.035,0.886,Latin-America,1MB8kTH7VKvAMfL9SHgJmG,https://open.spotify.com/track/1MB8kTH7VKvAMfL9SHgJmG
150,Las Morras,"Peso Pluma, Blessd",0.777,0.841,-10.254557581147175,0.041,0.312,0.901,Latin-America,7Lkxvfl2rkNYWS4kBDCQtN,https://open.spotify.com/track/7Lkxvfl2rkNYWS4kBDCQtN
151,Just Wanna Rock,Lil Uzi Vert,0.486,0.545,-15.728657180969314,0.034,0.065,0.039,Anglo-America,4FyesJzVpA39hbYvcseO2d,https://open.spotify.com/track/4FyesJzVpA39hbYvcseO2d
152,Superhero (Heroes & Villains) [with Future & Chris Brown],"Metro Boomin, Future, Chris Brown",0.526,0.606,-2.524955535793694,0.259,0.152,0.492,Anglo-America,0vjeOZ3Ft5jvAi9SBFJm1j,https://open.spotify.com/track/0vjeOZ3Ft5jvAi9SBFJm1j
153,Komang,Raim Laode,0.696,0.412,-16.767452200978212,0.027,0.415,0.349,Asia,2AaaE0qvFWtyT8srKNfRhH,https://open.spotify.com/track/2AaaE0qvFWtyT8srKNfRhH
154,ceilings,Lizzy McAlpine,0.516,0.322,-22.128168074699865,0.029,0.473,0.261,Anglo-America,2L9N0zZnd37dwF0clgxMGI,https://open.spotify.com/track/2L9N0zZnd37dwF0clgxMGI
155,Niña Bonita,"Feid, Sean Paul",0.823,0.615,-2.523104713205875,0.147,0.104,0.47,Latin-America,3Gs7mVfWKl567mjozgxmXv,https://open.spotify.com/track/3Gs7mVfWKl567mjozgxmXv
156,Easy On Me,Adele,0.604,0.366,-15.053357047576696,0.028,0.578,0.13,Europe,46IZ0fSY2mpAiktS3KOqds,https://open.spotify.com/track/46IZ0fSY2mpAiktS3KOqds
157,Glimpse of Us,Joji,0.44,0.317,-17.952979101823033,0.053,0.891,0.268,Anglo-America,4ewazQLXFTDC8XvCbhvtXs,https://open.spotify.com/track/4ewazQLXFTDC8XvCbhvtXs
158,Ch y la Pizza,"Fuerza Regida, Natanael Cano",0.628,0.668,-7.054802134281907,0.117,0.329,0.845,Latin-America,0UbesRsX2TtiCeamOIVEkp,https://open.spotify.com/track/0UbesRsX2TtiCeamOIVEkp
159,Lovers Rock,TV Girl,0.559,0.871,-11.41674077367719,0.04,0.0,0.572,Anglo-America,6dBUzqjtbnIa1TwYbyw5CM,https://open.spotify.com/track/6dBUzqjtbnIa1TwYbyw5CM
160,We Found Love,"Rihanna, Calvin Harris",0.734,0.766,-9.994441974210758,0.038,0.025,0.6,Anglo-America,1zv3WFUbZ5vPxFq9I2jAU1,https://open.spotify.com/track/1zv3WFUbZ5vPxFq9I2jAU1
161,Do I Wanna Know?,Arctic Monkeys,0.548,0.532,-15.18174744330814,0.032,0.186,0.405,Europe,5FVd6KXrgO9B3JPmC8OPst,https://open.spotify.com/track/5FVd6KXrgO9B3JPmC8OPst
162,Cupido,TINI,0.913,0.584,-11.291685193419298,0.223,0.521,0.627,Latin-America,04ndZkbKGthTgYSv3xS7en,https://open.spotify.com/track/04ndZkbKGthTgYSv3xS7en
163,Shape of You,Ed Sheeran,0.825,0.652,-7.823477100933751,0.08,0.581,0.931,Europe,7qiZfU4dY1lWllzX7mPBI3,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
164,UNFORGIVEN (feat. Nile Rodgers),"LE SSERAFIM, Nile Rodgers",0.795,0.875,-9.317474433081365,0.053,0.111,0.375,Latin-America,51vRumtqbkNW9wrKfESwfu,https://open.spotify.com/track/51vRumtqbkNW9wrKfESwfu
165,Efecto,Bad Bunny,0.801,0.475,-17.18430413517119,0.052,0.141,0.234,Latin-America,5Eax0qFko2dh7Rl2lYs3bx,https://open.spotify.com/track/5Eax0qFko2dh7Rl2lYs3bx
166,Save Your Tears,The Weeknd,0.68,0.826,-11.665184526456201,0.031,0.021,0.644,Anglo-America,5QO79kh1waicV47BqGRL3g,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
167,Jimmy Cooks (feat. 21 Savage),"Drake, 21 Savage",0.529,0.673,-10.371276122721213,0.175,0.0,0.366,Anglo-America,3F5CgOj3wFlRv51JsHbxhe,https://open.spotify.com/track/3F5CgOj3wFlRv51JsHbxhe
168,Sial,Mahalini,0.563,0.431,-13.827812361049354,0.039,0.89,0.196,Asia,6dXiWwFrcGieqnoLYzPNp5,https://open.spotify.com/track/6dXiWwFrcGieqnoLYzPNp5
169,MIENTRAS ME CURO DEL CORA,KAROL G,0.523,0.477,-13.831147176522897,0.392,0.855,0.57,Latin-America,6otePxalBK8AVa20xhZYVQ,https://open.spotify.com/track/6otePxalBK8AVa20xhZYVQ
170,When I Was Your Man,Bruno Mars,0.601,0.271,-17.002556691863056,0.04,0.937,0.411,Anglo-America,0B7wvvmu9EISAwZnOpjhNI,https://open.spotify.com/track/0B7wvvmu9EISAwZnOpjhNI
171,Stargirl Interlude,"The Weeknd, Lana Del Rey",0.715,0.47,-23.58881725211205,0.077,0.353,0.426,Anglo-America,5gDWsRxpJ2lZAffh5p7K0w,https://open.spotify.com/track/5gDWsRxpJ2lZAffh5p7K0w
172,Unstoppable,Sia,0.468,0.779,-10.584704313028013,0.078,0.112,0.26,Oceania,2J2Z1SkXYghSajLibnQHOa,https://open.spotify.com/track/2J2Z1SkXYghSajLibnQHOa
173,Cha Cha Cha,Käärijä,0.718,0.791,-11.806914184081812,0.045,0.002,0.743,Europe,5RX8T3EoTuXcybAxe6oPAw,https://open.spotify.com/track/5RX8T3EoTuXcybAxe6oPAw
174,Creep,Radiohead,0.515,0.43,-19.081814139617606,0.037,0.01,0.104,Europe,70LcF31zb1H0PyJoS1Sx1r,https://open.spotify.com/track/70LcF31zb1H0PyJoS1Sx1r
175,The Color Violet,Tory Lanez,0.645,0.534,-2.534126278345937,0.048,0.157,0.463,Anglo-America,3azJifCSqg9fRij2yKIbWz,https://open.spotify.com/track/3azJifCSqg9fRij2yKIbWz
176,Something Just Like This,"The Chainsmokers, Coldplay",0.617,0.635,-13.802801244997774,0.032,0.05,0.446,Anglo-America,6RUKPb4LETWmmr3iAEQktW,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
177,I Was Never There,"The Weeknd, Gesaffelstein",0.323,0.737,-9.199088483770566,0.034,0.142,0.155,Anglo-America,1cKHdTo9u0ZymJdPGSh6nq,https://open.spotify.com/track/1cKHdTo9u0ZymJdPGSh6nq
178,PROVENZA,KAROL G,0.87,0.517,-15.718652734548684,0.048,0.576,0.54,Latin-America,3HqcNJdZ2seoGxhn0wVNDK,https://open.spotify.com/track/3HqcNJdZ2seoGxhn0wVNDK
179,The Real Slim Shady,Eminem,0.949,0.661,-9.592596709648738,0.057,0.03,0.76,Anglo-America,3yfqSUWxFvZELEM4PmlwIR,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
180,All Of The Girls You Loved Before,Taylor Swift,0.718,0.467,-2.5322254335260155,0.04,0.707,0.396,Anglo-America,4P9Q0GojKVXpRTJCaL3kyy,https://open.spotify.com/track/4P9Q0GojKVXpRTJCaL3kyy
181,Shake It Off,Taylor Swift,0.647,0.8,-11.493441529568699,0.165,0.065,0.942,Anglo-America,0cqRj7pUJDkTCEsJkx8snD,https://open.spotify.com/track/0cqRj7pUJDkTCEsJkx8snD
182,METAMORPHOSIS,INTERWORLD,0.593,0.641,-23.73721654068475,0.099,0.426,0.147,Europe,2ksyzVfU0WJoBpu8otr4pz,https://open.spotify.com/track/2ksyzVfU0WJoBpu8otr4pz
183,Sunroof,"Nicky Youre, dazy",0.768,0.714,-2.5246387283237013,0.04,0.352,0.842,Anglo-America,4h4QlmocP3IuwYEj2j14p8,https://open.spotify.com/track/4h4QlmocP3IuwYEj2j14p8
184,Superman,"Eminem, Dina Rae",0.802,0.755,-7.748443752779018,0.056,0.022,0.58,Anglo-America,4woTEX1wYOTGDqNXuavlRC,https://open.spotify.com/track/4woTEX1wYOTGDqNXuavlRC
185,I AM,IVE,0.683,0.875,-10.629724321920854,0.055,0.012,0.384,Asia,70t7Q6AYG6ZgTYmJWcnkUM,https://open.spotify.com/track/70t7Q6AYG6ZgTYmJWcnkUM
186,Every Breath You Take,The Police,0.82,0.452,-18.850044464206313,0.035,0.543,0.74,Europe,1JSTJqkT5qHq8MDJnJbRE1,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
187,Wake Me Up,Avicii,0.532,0.783,-12.0153401511783,0.052,0.004,0.643,Europe,0nrRP2bk19rLc0orkWPQk2,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
188,Shut up My Moms Calling,Hotel Ugly,0.485,0.409,-20.3757225433526,0.101,0.325,0.376,Anglo-America,3hxIUxnT27p5WcmjGUXNwx,https://open.spotify.com/track/3hxIUxnT27p5WcmjGUXNwx
189,Lover,Taylor Swift,0.359,0.543,-15.158403734993335,0.092,0.492,0.453,Anglo-America,1dGr1c8CrMLDpV6mPbImSI,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI
190,Demons,Imagine Dragons,0.505,0.71,-7.543352601156066,0.032,0.19,0.428,Anglo-America,5qaEfEh1AtSdrdrByCP7qR,https://open.spotify.com/track/5qaEfEh1AtSdrdrByCP7qR
191,Shivers,Ed Sheeran,0.788,0.859,-7.058136949755443,0.086,0.281,0.822,Europe,3xWGA8pa0IKFI7IMPri4P0,https://open.spotify.com/track/3xWGA8pa0IKFI7IMPri4P0
192,MERCHO,"LiL CaKe, Migrantes, Nico Valdi",0.838,0.79,-5.187305469097382,0.108,0.431,0.962,Europe,1DxEbt6OSbrkRthk6pjZue,https://open.spotify.com/track/1DxEbt6OSbrkRthk6pjZue
193,Car's Outside,James Arthur,0.338,0.562,-14.489773232547797,0.029,0.039,0.259,Europe,0otRX6Z89qKkHkQ9OqJpKt,https://open.spotify.com/track/0otRX6Z89qKkHkQ9OqJpKt
194,Un Finde | CROSSOVER #2,"Big One, FMK, Ke Personajes",0.499,0.519,-16.187194308581596,0.06,0.109,0.848,Latin-America,3tiJUOfAEqIrLFRQgGgdoY,https://open.spotify.com/track/3tiJUOfAEqIrLFRQgGgdoY
195,Ditto,NewJeans,0.814,0.641,-12.448866162738994,0.111,0.027,0.183,Asia,3r8RuvgbX9s7ammBn07D3W,https://open.spotify.com/track/3r8RuvgbX9s7ammBn07D3W
196,Say You Won't Let Go,James Arthur,0.358,0.557,-14.851600711427302,0.059,0.695,0.494,Europe,5uCax9HTNlzGybIStD3vDh,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
197,One Dance,"Drake, Wizkid, Kyla",0.792,0.625,-11.86860827034237,0.054,0.008,0.37,Anglo-America,1zi7xx7UVEFkmKfv06H8x0,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
198,You Proof,Morgan Wallen,0.732,0.839,-10.86482881280569,0.035,0.265,0.629,Anglo-America,5W4kiM2cUYBJXKRudNyxjW,https://open.spotify.com/track/5W4kiM2cUYBJXKRudNyxjW
199,The Night We Met,Lord Huron,0.544,0.369,-18.37983548243664,0.038,0.969,0.102,Anglo-America,3hRV0jL3vUpRrcy398teAU,https://open.spotify.com/track/3hRV0jL3vUpRrcy398teAU
353,Seu Brilho Sumiu - Ao Vivo,"Israel & Rodolffo, Mari Fernandez",0.625,0.916,-8.692196531791907,0.046,0.309,0.746,Latin-America,3PH1nUysW7ybo3Yu8sqlPN,https://open.spotify.com/track/3PH1nUysW7ybo3Yu8sqlPN
357,Erro Gostoso - Ao Vivo,Simone Mendes,0.588,0.893,-7.08981769675411,0.087,0.176,0.626,Latin-America,51pxwIxDVCbFHW8oyJFQXD,https://open.spotify.com/track/51pxwIxDVCbFHW8oyJFQXD
362,Igualito a Mi Apá,"Fuerza Regida, Peso Pluma",0.758,0.812,-7.971876389506448,0.085,0.188,0.795,Latin-America,17js0w8GTkTUFGFM6PYvBd,https://open.spotify.com/track/17js0w8GTkTUFGFM6PYvBd
391,Oi Balde - Ao Vivo,Zé Neto & Cristiano,0.67,0.668,-13.20586927523344,0.046,0.601,0.552,Latin-America,3mzbab4H0iZYkHggSEj0UX,https://open.spotify.com/track/3mzbab4H0iZYkHggSEj0UX
395,No Se Va - En Vivo,Grupo Frontera,0.594,0.527,-18.08136949755447,0.034,0.121,0.692,Latin-America,23Lyy7ZXRvzfgH4JtDkKrX,https://open.spotify.com/track/23Lyy7ZXRvzfgH4JtDkKrX
557,Leão,Marília Mendonça,0.743,0.865,-9.014006224988883,0.032,0.449,0.794,Latin-America,53PpijFATt35Zxfl6LTxoK,https://open.spotify.com/track/53PpijFATt35Zxfl6LTxoK
565,DESPECHÁ,ROSALÍA,0.914,0.622,-13.417630057803471,0.089,0.146,0.77,Europe,53tfEupEzQRtVFOeZvk7xq,https://open.spotify.com/track/53tfEupEzQRtVFOeZvk7xq
566,X SI VOLVEMOS,"KAROL G, Romeo Santos",0.794,0.807,-8.263672743441532,0.326,0.334,0.575,Latin-America,4NoOME4Dhf4xgxbHDT7VGe,https://open.spotify.com/track/4NoOME4Dhf4xgxbHDT7VGe
579,One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",0.791,0.862,-2.521520675855932,0.11,0.037,0.592,Europe,7ef4DlsgrMEH11cDZd32M6,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
583,En Paris,"El Chachito, Junior H",0.702,0.483,-2.529440862605597,0.052,0.366,0.769,Latin-America,1Fuc3pBiPFxAeSJoO8tDh5,https://open.spotify.com/track/1Fuc3pBiPFxAeSJoO8tDh5
588,MATHEMATICAL DISRESPECT,Lil Mabu,0.795,0.507,-2.5295575811471736,0.303,0.061,0.48,Anglo-America,0Ymjv0OJeIIPXr6s9wi3iW,https://open.spotify.com/track/0Ymjv0OJeIIPXr6s9wi3iW
590,Shorty Party,"Cartel De Santa, La Kelly",0.928,0.468,-16.182192085371277,0.364,0.328,0.47,Latin-America,55ZATsjPlTeSTNJOuW90pW,https://open.spotify.com/track/55ZATsjPlTeSTNJOuW90pW
591,Duas Três,"Guilherme & Benuto, Ana Castela, Adriano Rhod",0.656,0.842,-8.762227656736329,0.201,0.574,0.721,Latin-America,0redQHBfejmPUhonR5ppGC,https://open.spotify.com/track/0redQHBfejmPUhonR5ppGC
594,War Bout It (feat. 21 Savage),"Lil Durk, 21 Savage",0.732,0.6,-17.617830146731883,0.241,0.004,0.436,Anglo-America,4muwDurKeVOB1WBjTVRWlD,https://open.spotify.com/track/4muwDurKeVOB1WBjTVRWlD
598,Stand By Me (feat. Morgan Wallen),"Lil Durk, Morgan Wallen",0.756,0.582,-15.398510449088484,0.034,0.059,0.605,Anglo-America,1fXnu2HzxbDtoyvFPWG3Bw,https://open.spotify.com/track/1fXnu2HzxbDtoyvFPWG3Bw
599,Gangsta's Paradise,"Coolio, L.V.",0.647,0.514,-2.532875722543352,0.059,0.066,0.386,Anglo-America,1DIXPcTDzTj8ZMHt3PDt8p,https://open.spotify.com/track/1DIXPcTDzTj8ZMHt3PDt8p
713,Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",0.663,0.319,-24.99444197421076,0.038,0.69,0.193,Anglo-America,1wtOxkiel43cVs0Yux5Q4h,https://open.spotify.com/track/1wtOxkiel43cVs0Yux5Q4h
729,The Best,Tina Turner,0.662,0.737,-2.5320253445975993,0.03,0.108,0.744,Europe,6pPWRBubXOBAHnjl5ZIujB,https://open.spotify.com/track/6pPWRBubXOBAHnjl5ZIujB
748,Friesenjung,"Ski Aggu, Joost, Otto Waalkes",0.79,0.979,-10.247887950200095,0.117,0.018,0.898,Europe,6tAKikIvnoWfUeZrfkopLL,https://open.spotify.com/track/6tAKikIvnoWfUeZrfkopLL
749,Mourning,Post Malone,0.596,0.651,-10.192863494886616,0.033,0.097,0.255,Anglo-America,0gWrMbx6pbdH3n3nsLjE55,https://open.spotify.com/track/0gWrMbx6pbdH3n3nsLjE55
762,What's Love Got to Do with It - 2015 Remaster,Tina Turner,0.855,0.48,-17.359381947532235,0.059,0.254,0.798,Europe,3ErsOxqe2RmXkR65wkygDz,https://open.spotify.com/track/3ErsOxqe2RmXkR65wkygDz
766,"You're On Your Own, Kid",Taylor Swift,0.696,0.396,-19.67207647843486,0.066,0.401,0.38,Anglo-America,4D7BCuvgdJlYvlX5WlN54t,https://open.spotify.com/track/4D7BCuvgdJlYvlX5WlN54t
771,Pelle Coat,Lil Durk,0.747,0.565,-17.287683414851045,0.096,0.004,0.395,Anglo-America,6KlqjCLNImX7W9zYt2Xa7D,https://open.spotify.com/track/6KlqjCLNImX7W9zYt2Xa7D
786,Lose Yourself,Eminem,0.686,0.735,-10.212872387727877,0.264,0.009,0.06,Anglo-America,1v7L65Lzy0j0vdpRjJewt1,https://open.spotify.com/track/1v7L65Lzy0j0vdpRjJewt1
799,Late Night Talking,Harry Styles,0.714,0.728,-10.177856825255674,0.047,0.298,0.901,Europe,1qEmFfgcLObUfQm0j1W2CK,https://open.spotify.com/track/1qEmFfgcLObUfQm0j1W2CK
827,All My Life (feat. J. Cole),"Lil Durk, J. Cole",0.829,0.436,-16.197198755002226,0.327,0.15,0.693,Anglo-America,6HgWWaMu31KdOpEG5l28BG,https://open.spotify.com/track/6HgWWaMu31KdOpEG5l28BG
930,Proud Mary,Tina Turner,0.397,0.499,-20.810915962650064,0.069,0.077,0.367,Europe,6gJdDnF2TzfA1WPMXuCa3x,https://open.spotify.com/track/6gJdDnF2TzfA1WPMXuCa3x
942,We Don't Need Another Hero (Thunderdome),Tina Turner,0.69,0.674,-12.297132058692753,0.047,0.2,0.714,Europe,50XXRUFNjs85P0MjCZ1c9X,https://open.spotify.com/track/50XXRUFNjs85P0MjCZ1c9X
975,Never Felt So Alone,Labrinth,0.436,0.409,-9.916073810582482,0.053,0.499,0.363,Europe,6unndO70DvZfnXYcYQMyQJ,https://open.spotify.com/track/6unndO70DvZfnXYcYQMyQJ
997,Cosas De La Vida,Eros Ramazzotti,0.622,0.626,-17.225989328590487,0.028,0.054,0.49,Europe,0z3Voyxi0FH0SQBc7c4wri,https://open.spotify.com/track/0z3Voyxi0FH0SQBc7c4wri
1173,Queen of Kings,Alessandra,0.563,0.908,-2.5232047576700722,0.087,0.07,0.171,Europe,14LdhxElpZS0rKVV4nxtdA,https://open.spotify.com/track/14LdhxElpZS0rKVV4nxtdA
1186,In the End,Linkin Park,0.556,0.864,-2.5259059582036514,0.058,0.01,0.4,Anglo-America,60a0Rd6pjrkxjPbaKzXjfq,https://open.spotify.com/track/60a0Rd6pjrkxjPbaKzXjfq
1189,Why'd You Only Call Me When You're High?,Arctic Monkeys,0.691,0.631,-13.317585593597151,0.037,0.048,0.8,Europe,086myS9r57YsLbJpU0TgK9,https://open.spotify.com/track/086myS9r57YsLbJpU0TgK9
1190,Pink + White,Frank Ocean,0.545,0.545,-14.791574032903512,0.107,0.667,0.549,Anglo-America,3xKsf9qdS1CyvXSMEid6g8,https://open.spotify.com/track/3xKsf9qdS1CyvXSMEid6g8
1191,Wish You The Best,Lewis Capaldi,0.676,0.461,-2.522104268563801,0.03,0.555,0.466,Europe,3gdPwk2wyOXNRnTA1KXnEr,https://open.spotify.com/track/3gdPwk2wyOXNRnTA1KXnEr
1192,Circles,Post Malone,0.695,0.762,-8.347043130280127,0.04,0.192,0.553,Anglo-America,21jGcNKet2qwijlDFuPiPb,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
1386,Conexões de Máfia (feat. Rich The Kid),"Matuê, Rich The Kid",0.771,0.577,-14.094597598932857,0.046,0.393,0.691,Latin-America,3ktTWpYdXrYApH54cBo4Ap,https://open.spotify.com/track/3ktTWpYdXrYApH54cBo4Ap
1399,Save Your Tears (Remix) (with Ariana Grande),"The Weeknd, Ariana Grande",0.65,0.825,-10.261227212094262,0.033,0.022,0.593,Anglo-America,1oFAF1hdPOickyHgbuRjyX,https://open.spotify.com/track/1oFAF1hdPOickyHgbuRjyX
1579,The Planet,BTS,0.665,0.848,-8.550466874166297,0.071,0.0,0.687,Asia,4IJsVXbSeGPUrgwpVoHmlg,https://open.spotify.com/track/4IJsVXbSeGPUrgwpVoHmlg
1768,Have You Ever Seen The Rain,Creedence Clearwater Revival,0.741,0.697,-14.2346598488217,0.028,0.066,0.774,Anglo-America,2LawezPeJhN4AWuSB0GtAU,https://open.spotify.com/track/2LawezPeJhN4AWuSB0GtAU
1786,I Love You So,The Walters,0.575,0.648,-10.671409515340152,0.036,0.583,0.466,Anglo-America,4SqWKzw0CbA05TGszDgMlc,https://open.spotify.com/track/4SqWKzw0CbA05TGszDgMlc
1787,Shut Down,BLACKPINK,0.818,0.69,-11.051578479324142,0.045,0.003,0.688,Asia,7gRFDGEzF9UkBV233yv2dc,https://open.spotify.com/track/7gRFDGEzF9UkBV233yv2dc
1793,Leão,Marília Mendonça,0.743,0.865,-9.014006224988883,0.032,0.449,0.794,Latin-America,2K9kZpwD2CzTa6iiSYYOoO,https://open.spotify.com/track/2K9kZpwD2CzTa6iiSYYOoO
1794,Cupid,FIFTY FIFTY,0.774,0.66,-2.52979101823032,0.033,0.662,0.961,Asia,5mg3VB3Qh7jcR5kAAC4DSV,https://open.spotify.com/track/5mg3VB3Qh7jcR5kAAC4DSV
